      4500.00      1.00000
      4501.00      1.00000
      4502.00      1.00000
      4503.00      1.00000
      4504.00      1.00000
      4505.00      1.00000
      4506.00      1.00000
      4507.00      1.00000
      4508.00      1.00000
      4509.00      1.00000
      4510.00      1.00000
      4511.00      1.00000
      4512.00      1.00000
      4513.00      1.00000
      4514.00      1.00000
      4515.00      1.00000
      4516.00      1.00000
      4517.00      1.00000
      4518.00      1.00000
      4519.00      1.00000
      4520.00      1.00000
      4521.00      1.00000
      4522.00      1.00000
      4523.00      1.00000
      4524.00      1.00000
      4525.00      1.00000
      4526.00      1.00000
      4527.00      1.00000
      4528.00      1.00000
      4529.00      1.00000
      4530.00      1.00000
      4531.00      1.00000
      4532.00      1.00000
      4533.00      1.00000
      4534.00      1.00000
      4535.00      1.00000
      4536.00      1.00000
      4537.00      1.00000
      4538.00      1.00000
      4539.00      1.00000
      4540.00      1.00000
      4541.00      1.00000
      4542.00      1.00000
      4543.00      1.00000
      4544.00      1.00000
      4545.00      1.00000
      4546.00      1.00000
      4547.00      1.00000
      4548.00      1.00000
      4549.00      1.00000
      4550.00      1.00000
      4551.00      1.00000
      4552.00      1.00000
      4553.00      1.00000
      4554.00      1.00000
      4555.00      1.00000
      4556.00      1.00000
      4557.00      1.00000
      4558.00      1.00000
      4559.00      1.00000
      4560.00      1.00000
      4561.00      1.00000
      4562.00      1.00000
      4563.00      1.00000
      4564.00      1.00000
      4565.00      1.00000
      4566.00      1.00000
      4567.00      1.00000
      4568.00      1.00000
      4569.00      1.00000
      4570.00      1.00000
      4571.00      1.00000
      4572.00      1.00000
      4573.00      1.00000
      4574.00      1.00000
      4575.00      1.00000
      4576.00      1.00000
      4577.00      1.00000
      4578.00      1.00000
      4579.00      1.00000
      4580.00      1.00000
      4581.00      1.00000
      4582.00      1.00000
      4583.00      1.00000
      4584.00      1.00000
      4585.00      1.00000
      4586.00      1.00000
      4587.00      1.00000
      4588.00      1.00000
      4589.00      1.00000
      4590.00      1.00000
      4591.00      1.00000
      4592.00      1.00000
      4593.00      1.00000
      4594.00      1.00000
      4595.00      1.00000
      4596.00      1.00000
      4597.00      1.00000
      4598.00      1.00000
      4599.00      1.00000
      4600.00      1.00000
      4601.00      1.00000
